game_started,game_count,games,minutes,gk_saves,clearances,tackles,assisted_shots,fouled,shots,crosses,shots_on_target,passes,interceptions,fouls,goals,assists,cards_yellow,dayofweek,comp,round,venue,result,team,opponent,position,pens_made,pens_att,cards_red,touches,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,match_report,games_szn,minutes_szn,gk_saves_szn,clearances_szn,tackles_szn,assisted_shots_szn,fouled_szn,shots_szn,crosses_szn,shots_on_target_szn,passes_szn,interceptions_szn,fouls_szn,goals_szn,assists_szn,cards_yellow_szn,game_count_szn,games_l5,minutes_l5,gk_saves_l5,clearances_l5,tackles_l5,assisted_shots_l5,fouled_l5,shots_l5,crosses_l5,shots_on_target_l5,passes_l5,interceptions_l5,fouls_l5,goals_l5,assists_l5,cards_yellow_l5,game_count_l5
Y,28,0,73,0,0,1,0,0,4,0,2,14,0,0,0,0,0,Wed,Premier League,Matchweek 29,Away,W 1-0,Bournemouth,Wolves,LW,0.0,0.0,0.0,26.0,0.0,0.8,0.8,0.1,2.0,0.0,11.0,78.6,1.0,14.0,4.0,1.0,0.0,Match Report,0.0,57.111111111111114,0.0,0.0,0.8518518518518519,0.0,0.0,1.6296296296296293,0.0,0.5925925925925926,12.703703703703704,0.2222222222222222,0.0,0.2222222222222222,0.037037037037037035,0.14814814814814814,14.0,0.0,63.6,0.0,0.0,0.4,0.0,0.0,2.8,0.0,1.2,14.2,0.2,0.0,0.4,0.2,0.0,25.0
Y,29,0,89,0,0,0,0,0,3,0,2,23,0,0,1,0,1,Sun,Premier League,Matchweek 35,Home,W 3-0,Bournemouth,Brighton,"LM,LW",0.0,0.0,0.0,34.0,2.0,0.4,0.4,0.0,5.0,1.0,13.0,56.5,1.0,18.0,5.0,5.0,1.0,Match Report,0.0,57.67857142857143,0.0,0.0,0.8571428571428571,0.0,0.0,1.714285714285714,0.0,0.6428571428571429,12.75,0.21428571428571427,0.0,0.21428571428571427,0.03571428571428571,0.14285714285714285,14.5,0.0,63.6,0.0,0.0,0.4,0.0,0.0,3.2,0.0,1.4,14.4,0.2,0.0,0.4,0.2,0.0,26.0
Y,30,0,88,0,0,3,0,0,3,0,0,16,1,0,0,0,0,Sat,Premier League,Matchweek 36,Away,L 0-3,Bournemouth,Arsenal,"LW,LM",0.0,0.0,0.0,28.0,1.0,0.1,0.1,0.0,4.0,0.0,12.0,75.0,2.0,20.0,2.0,3.0,2.0,Match Report,0.0,58.758620689655174,0.0,0.0,0.8275862068965517,0.0,0.0,1.7586206896551722,0.0,0.6896551724137931,13.10344827586207,0.20689655172413793,0.0,0.2413793103448276,0.034482758620689655,0.1724137931034483,15.0,0.0,75.8,0.0,0.0,0.4,0.0,0.0,3.4,0.0,1.4,18.0,0.2,0.0,0.4,0.2,0.2,27.0
Y,31,0,66,0,0,0,0,0,0,0,0,18,1,0,0,0,0,Sat,Premier League,Matchweek 37,Home,L 1-2,Bournemouth,Brentford,AM,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.1,2.0,0.0,14.0,77.8,4.0,14.0,4.0,0.0,0.0,Match Report,0.0,59.733333333333334,0.0,0.0,0.9,0.0,0.0,1.7999999999999998,0.0,0.6666666666666666,13.2,0.23333333333333334,0.0,0.23333333333333334,0.03333333333333333,0.16666666666666666,15.5,0.0,80.0,0.0,0.0,0.8,0.0,0.0,3.4,0.0,1.4,17.6,0.4,0.0,0.4,0.0,0.2,28.0
Y,32,0,58,0,0,1,0,0,2,0,0,7,0,0,0,0,0,Sun,Premier League,Matchweek 38,Away,L 1-2,Bournemouth,Chelsea,AM,0.0,0.0,0.0,16.0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,100.0,0.0,10.0,0.0,2.0,0.0,Match Report,0.0,59.935483870967744,0.0,0.0,0.8709677419354839,0.0,0.0,1.7419354838709675,0.0,0.6451612903225806,13.35483870967742,0.25806451612903225,0.0,0.22580645161290322,0.03225806451612903,0.16129032258064516,16.0,0.0,78.2,0.0,0.0,0.8,0.0,0.0,2.4,0.0,1.0,16.4,0.4,0.0,0.2,0.0,0.2,29.0
Y,1,0,90,0,0,1,0,0,2,0,0,54,1,0,0,0,0,Sat,Premier League,Matchweek 1,Home,W 2-1,Arsenal,Nott'ham Forest,"LM,FW",0.0,0.0,0.0,65.0,1.0,0.1,0.1,0.2,3.0,0.0,47.0,87.0,4.0,54.0,3.0,1.0,0.0,Match Report,0.0,59.875,0.0,0.0,0.875,0.0,0.0,1.7499999999999998,0.0,0.625,13.15625,0.25,0.0,0.21875,0.03125,0.15625,16.5,0.0,74.8,0.0,0.0,1.0,0.0,0.0,2.4,0.0,0.8,15.6,0.4,0.0,0.2,0.0,0.2,30.0
Y,2,0,90,0,0,1,0,0,1,0,0,28,1,0,0,0,1,Mon,Premier League,Matchweek 2,Away,W 1-0,Arsenal,Crystal Palace,"LM,FW,CM",0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.1,2.0,0.0,25.0,89.3,4.0,17.0,0.0,2.0,0.0,Match Report,0.0,90.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0
Y,3,0,55,0,0,2,0,0,1,0,0,23,0,0,0,0,0,Sat,Premier League,Matchweek 3,Home,D 2-2,Arsenal,Fulham,LM,0.0,0.0,0.0,27.0,0.0,0.3,0.3,0.3,2.0,0.0,20.0,87.0,5.0,9.0,1.0,0.0,0.0,Match Report,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.5,1.5,0.0,90.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.5,1.5
Y,4,0,76,0,0,2,0,0,2,0,0,25,0,0,0,0,0,Sun,Premier League,Matchweek 4,Home,W 3-1,Arsenal,Manchester Utd,LM,0.0,0.0,0.0,34.0,1.0,0.4,0.4,0.0,1.0,0.0,22.0,88.0,2.0,18.0,1.0,0.0,0.0,Match Report,0.0,78.33333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,35.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,78.33333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,35.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,2.0
N,5,0,11,0,0,1,0,0,0,0,0,6,0,0,0,0,0,Sun,Premier League,Matchweek 5,Away,W 1-0,Arsenal,Everton,LM,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,83.3,1.0,4.0,1.0,0.0,0.0,Match Report,0.0,77.75,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,32.5,0.5,0.0,0.0,0.0,0.25,2.5,0.0,77.75,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,32.5,0.5,0.0,0.0,0.0,0.25,2.5
N,6,0,45,0,0,2,0,0,1,0,0,14,1,0,0,0,1,Sun,Premier League,Matchweek 6,Home,D 2-2,Arsenal,Tottenham,LM,0.0,0.0,0.0,19.0,0.0,0.1,0.1,0.0,0.0,0.0,11.0,78.6,2.0,12.0,0.0,2.0,1.0,Match Report,0.0,64.4,0.0,0.0,1.4,0.0,0.0,1.2,0.0,0.0,27.2,0.4,0.0,0.0,0.0,0.2,3.0,0.0,64.4,0.0,0.0,1.4,0.0,0.0,1.2,0.0,0.0,27.2,0.4,0.0,0.0,0.0,0.2,3.0
Y,7,0,80,0,0,4,0,0,1,0,0,24,0,0,1,0,1,Sat,Premier League,Matchweek 7,Away,W 4-0,Arsenal,Bournemouth,LM,1.0,1.0,0.0,36.0,2.0,0.8,0.1,0.0,1.0,0.0,19.0,79.2,3.0,21.0,2.0,0.0,0.0,Match Report,0.0,61.166666666666664,0.0,0.0,1.5,0.0,0.0,1.1666666666666667,0.0,0.0,25.0,0.5,0.0,0.0,0.0,0.3333333333333333,3.5,0.0,55.4,0.0,0.0,1.6,0.0,0.0,1.0,0.0,0.0,19.2,0.4,0.0,0.0,0.0,0.4,4.0
N,8,0,16,0,0,0,0,0,0,0,0,8,0,0,0,1,0,Sun,Premier League,Matchweek 8,Home,W 1-0,Arsenal,Manchester City,FW,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,87.5,0.0,4.0,0.0,0.0,0.0,Match Report,0.0,63.857142857142854,0.0,0.0,1.8571428571428572,0.0,0.0,1.1428571428571428,0.0,0.0,24.857142857142858,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,4.0,0.0,53.4,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0.0,18.4,0.2,0.0,0.2,0.0,0.4,5.0
N,9,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,Sat,Premier League,Matchweek 9,Away,D 2-2,Arsenal,Chelsea,RM,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,53.8,1.0,5.0,0.0,0.0,0.0,Match Report,0.0,57.875,0.0,0.0,1.625,0.0,0.0,1.0,0.0,0.0,22.75,0.375,0.0,0.125,0.125,0.375,4.5,0.0,45.6,0.0,0.0,1.8,0.0,0.0,0.8,0.0,0.0,15.4,0.2,0.0,0.2,0.2,0.4,6.0
Y,10,0,90,0,0,0,0,0,1,0,0,36,2,0,0,0,0,Sat,Premier League,Matchweek 10,Home,W 5-0,Arsenal,Sheffield Utd,RM,0.0,0.0,0.0,44.0,1.0,0.2,0.2,0.1,2.0,0.0,32.0,88.9,3.0,25.0,1.0,1.0,0.0,Match Report,0.0,52.888888888888886,0.0,0.0,1.4444444444444444,0.0,0.0,0.8888888888888888,0.0,0.0,21.666666666666668,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,5.0,0.0,33.0,0.0,0.0,1.4,0.0,0.0,0.4,0.0,0.0,13.0,0.2,0.0,0.2,0.2,0.4,7.0
Y,11,0,90,0,0,3,0,0,1,0,0,34,0,0,0,0,1,Sat,Premier League,Matchweek 11,Away,L 0-1,Arsenal,Newcastle Utd,"RM,LM",0.0,0.0,0.0,46.0,1.0,0.1,0.1,0.0,0.0,0.0,23.0,67.6,6.0,26.0,2.0,1.0,0.0,Match Report,0.0,56.6,0.0,0.0,1.3,0.0,0.0,0.9,0.0,0.0,23.1,0.5,0.0,0.1,0.1,0.3,5.5,0.0,48.8,0.0,0.0,1.2,0.0,0.0,0.6,0.0,0.0,19.0,0.6,0.0,0.2,0.2,0.4,8.0
Y,12,0,58,0,0,0,0,0,2,0,0,23,0,0,0,0,0,Sat,Premier League,Matchweek 12,Home,W 3-1,Arsenal,Burnley,RM,0.0,0.0,0.0,29.0,3.0,0.3,0.3,0.1,1.0,0.0,17.0,73.9,4.0,14.0,0.0,1.0,0.0,Match Report,0.0,59.63636363636363,0.0,0.0,1.4545454545454546,0.0,0.0,0.9090909090909091,0.0,0.0,24.09090909090909,0.45454545454545453,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,6.0,0.0,57.8,0.0,0.0,1.4,0.0,0.0,0.6,0.0,0.0,23.0,0.4,0.0,0.2,0.2,0.4,9.0
N,13,0,12,0,0,1,0,0,1,0,1,7,0,0,1,0,0,Sat,Premier League,Matchweek 13,Away,W 1-0,Arsenal,Brentford,"LM,RM",0.0,0.0,0.0,9.0,0.0,0.3,0.3,0.0,0.0,0.0,5.0,71.4,0.0,6.0,1.0,1.0,1.0,Match Report,0.0,59.5,0.0,0.0,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,24.0,0.4166666666666667,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,6.5,0.0,53.4,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,22.8,0.4,0.0,0.0,0.2,0.2,10.0
N,14,0,13,0,0,0,0,0,0,0,0,5,1,0,0,0,0,Sat,Premier League,Matchweek 14,Home,W 2-1,Arsenal,Wolves,LM,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,80.0,1.0,1.0,0.0,0.0,0.0,Match Report,0.0,55.84615384615385,0.0,0.0,1.3076923076923077,0.0,0.0,1.0,0.0,0.07692307692307693,22.692307692307693,0.38461538461538464,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,7.0,0.0,52.6,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.2,22.6,0.4,0.0,0.2,0.0,0.2,11.0
Y,15,0,90,0,0,1,0,0,5,0,1,33,1,0,1,0,0,Tue,Premier League,Matchweek 15,Away,W 4-3,Arsenal,Luton Town,LM,0.0,0.0,0.0,45.0,0.0,0.8,0.8,0.2,5.0,0.0,20.0,60.6,4.0,23.0,1.0,2.0,2.0,Match Report,0.0,52.785714285714285,0.0,0.0,1.2142857142857142,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,21.428571428571427,0.42857142857142855,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,7.5,0.0,52.6,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.2,21.0,0.6,0.0,0.2,0.0,0.2,12.0
Y,16,0,90,0,0,3,0,0,1,0,0,19,0,0,0,0,0,Sat,Premier League,Matchweek 16,Away,L 0-1,Arsenal,Aston Villa,LM,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.2,5.0,0.0,15.0,78.9,4.0,13.0,2.0,3.0,1.0,Match Report,0.0,55.266666666666666,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.13333333333333333,22.2,0.4666666666666667,0.0,0.2,0.06666666666666667,0.26666666666666666,8.0,0.0,52.6,0.0,0.0,1.0,0.0,0.0,1.8,0.0,0.4,20.4,0.4,0.0,0.4,0.0,0.2,13.0
Y,17,0,88,0,0,0,0,0,4,0,1,30,2,0,1,0,0,Sun,Premier League,Matchweek 17,Home,W 2-0,Arsenal,Brighton,LM,0.0,0.0,0.0,42.0,2.0,0.8,0.8,0.0,0.0,0.0,28.0,93.3,3.0,25.0,2.0,0.0,0.0,Match Report,0.0,57.4375,0.0,0.0,1.3125,0.0,0.0,1.1875,0.0,0.125,22.0,0.4375,0.0,0.1875,0.0625,0.25,8.5,0.0,52.6,0.0,0.0,1.0,0.0,0.0,1.8,0.0,0.4,17.4,0.4,0.0,0.4,0.0,0.0,14.0
Y,18,0,90,0,0,1,0,0,1,0,0,29,1,0,0,0,1,Sat,Premier League,Matchweek 18,Away,D 1-1,Arsenal,Liverpool,LM,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,82.8,2.0,24.0,1.0,4.0,2.0,Match Report,0.0,59.23529411764706,0.0,0.0,1.2352941176470589,0.0,0.0,1.3529411764705883,0.0,0.17647058823529413,22.470588235294116,0.5294117647058824,0.0,0.23529411764705882,0.058823529411764705,0.23529411764705882,9.0,0.0,58.6,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.6,18.8,0.8,0.0,0.6,0.0,0.0,15.0
Y,19,0,76,0,0,0,0,0,0,0,0,30,1,0,0,0,0,Sun,Premier League,Matchweek 20,Away,L 1-2,Arsenal,Fulham,"LM,CM",0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.1,1.0,0.0,26.0,86.7,3.0,21.0,1.0,1.0,0.0,Match Report,0.0,60.94444444444444,0.0,0.0,1.2222222222222223,0.0,0.0,1.3333333333333333,0.0,0.16666666666666666,22.833333333333332,0.5555555555555556,0.0,0.2222222222222222,0.05555555555555555,0.2777777777777778,9.5,0.0,74.2,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.4,23.2,1.0,0.0,0.4,0.0,0.2,16.0
Y,20,0,68,0,0,0,0,0,0,0,0,27,0,0,0,0,0,Sat,Premier League,Matchweek 21,Home,W 5-0,Arsenal,Crystal Palace,LM,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,4.0,0.0,25.0,92.6,4.0,23.0,1.0,0.0,0.0,Match Report,0.0,61.73684210526316,0.0,0.0,1.1578947368421053,0.0,0.0,1.263157894736842,0.0,0.15789473684210525,23.210526315789473,0.5789473684210527,0.0,0.21052631578947367,0.05263157894736842,0.2631578947368421,10.0,0.0,86.8,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.4,28.2,1.0,0.0,0.4,0.0,0.2,17.0
N,21,0,20,0,0,1,0,0,0,0,0,17,0,0,0,0,0,Tue,Premier League,Matchweek 22,Away,W 2-1,Arsenal,Nott'ham Forest,LM,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,82.4,4.0,10.0,2.0,0.0,0.0,Match Report,0.0,62.05,0.0,0.0,1.1,0.0,0.0,1.2,0.0,0.15,23.4,0.55,0.0,0.2,0.05,0.25,10.5,0.0,82.4,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.2,27.0,0.8,0.0,0.2,0.0,0.2,18.0
Y,22,0,90,0,0,0,0,0,3,0,2,21,0,0,0,0,1,Sun,Premier League,Matchweek 23,Home,W 3-1,Arsenal,Liverpool,FW,0.0,0.0,0.0,36.0,0.0,1.0,1.0,0.2,4.0,1.0,17.0,81.0,1.0,16.0,5.0,4.0,1.0,Match Report,0.0,60.04761904761905,0.0,0.0,1.0952380952380953,0.0,0.0,1.1428571428571428,0.0,0.14285714285714285,23.095238095238095,0.5238095238095238,0.0,0.19047619047619047,0.047619047619047616,0.23809523809523808,11.0,0.0,68.4,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.2,26.6,0.8,0.0,0.2,0.0,0.2,19.0
Y,23,0,90,0,0,1,0,0,2,0,1,50,1,0,0,0,0,Sun,Premier League,Matchweek 24,Away,W 6-0,Arsenal,West Ham,LM,0.0,0.0,0.0,59.0,0.0,0.1,0.1,0.3,8.0,2.0,44.0,88.0,7.0,22.0,5.0,1.0,0.0,Match Report,0.0,61.40909090909091,0.0,0.0,1.0454545454545456,0.0,0.0,1.2272727272727273,0.0,0.22727272727272727,23.0,0.5,0.0,0.18181818181818182,0.045454545454545456,0.2727272727272727,11.5,0.0,68.8,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.4,24.8,0.4,0.0,0.0,0.0,0.4,20.0
Y,24,0,83,0,0,1,0,0,2,0,1,30,0,0,1,0,0,Sat,Premier League,Matchweek 25,Away,W 5-0,Arsenal,Burnley,LM,0.0,0.0,0.0,43.0,1.0,0.6,0.6,0.0,7.0,5.0,22.0,73.3,1.0,25.0,2.0,1.0,1.0,Match Report,0.0,62.65217391304348,0.0,0.0,1.0434782608695654,0.0,0.0,1.2608695652173914,0.0,0.2608695652173913,24.17391304347826,0.5217391304347826,0.0,0.17391304347826086,0.043478260869565216,0.2608695652173913,12.0,0.0,68.8,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.6,29.0,0.4,0.0,0.0,0.0,0.2,21.0
Y,25,0,75,0,0,0,0,0,2,0,1,24,2,0,1,1,0,Sat,Premier League,Matchweek 26,Home,W 4-1,Arsenal,Newcastle Utd,FW,0.0,0.0,0.0,37.0,2.0,1.3,1.3,0.0,5.0,1.0,20.0,83.3,4.0,16.0,1.0,1.0,0.0,Match Report,0.0,63.5,0.0,0.0,1.0416666666666667,0.0,0.0,1.2916666666666667,0.0,0.2916666666666667,24.416666666666668,0.5,0.0,0.20833333333333334,0.041666666666666664,0.25,12.5,0.0,70.2,0.0,0.0,0.6,0.0,0.0,1.4,0.0,0.8,29.0,0.2,0.0,0.2,0.0,0.2,22.0
Y,26,0,90,0,0,0,0,0,2,0,2,46,0,0,1,1,0,Mon,Premier League,Matchweek 27,Away,W 6-0,Arsenal,Sheffield Utd,"FW,LM",0.0,0.0,0.0,52.0,0.0,0.2,0.2,0.2,7.0,2.0,43.0,93.5,4.0,25.0,2.0,2.0,1.0,Match Report,0.0,63.96,0.0,0.0,1.0,0.0,0.0,1.32,0.0,0.32,24.4,0.56,0.0,0.24,0.08,0.24,13.0,0.0,71.6,0.0,0.0,0.6,0.0,0.0,1.8,0.0,1.0,28.4,0.6,0.0,0.4,0.2,0.2,23.0
Y,27,0,90,0,0,0,0,0,4,0,2,31,0,0,1,0,1,Sat,Premier League,Matchweek 28,Home,W 2-1,Arsenal,Brentford,"FW,LM",0.0,0.0,0.0,43.0,4.0,0.5,0.5,0.0,2.0,0.0,26.0,83.9,4.0,27.0,1.0,1.0,0.0,Match Report,0.0,64.96153846153847,0.0,0.0,0.9615384615384616,0.0,0.0,1.3461538461538463,0.0,0.38461538461538464,25.23076923076923,0.5384615384615385,0.0,0.2692307692307692,0.11538461538461539,0.23076923076923078,13.5,0.0,85.6,0.0,0.0,0.4,0.0,0.0,2.2,0.0,1.4,34.2,0.6,0.0,0.6,0.4,0.2,24.0
Y,28,0,90,0,0,0,0,0,1,0,1,13,0,0,0,0,0,Sun,Premier League,Matchweek 30,Away,D 0-0,Arsenal,Manchester City,FW,0.0,0.0,0.0,24.0,0.0,0.3,0.3,0.0,1.0,0.0,6.0,46.2,2.0,13.0,1.0,2.0,2.0,Match Report,0.0,65.8888888888889,0.0,0.0,0.9259259259259259,0.0,0.0,1.4444444444444444,0.0,0.4444444444444444,25.444444444444443,0.5185185185185186,0.0,0.2962962962962963,0.1111111111111111,0.25925925925925924,14.0,0.0,85.6,0.0,0.0,0.4,0.0,0.0,2.4,0.0,1.4,36.2,0.6,0.0,0.8,0.4,0.2,25.0
Y,29,0,66,0,0,0,0,0,2,0,1,22,1,0,0,1,1,Wed,Premier League,Matchweek 31,Home,W 2-0,Arsenal,Luton Town,FW,0.0,0.0,0.0,34.0,1.0,0.1,0.1,0.1,1.0,1.0,19.0,86.4,0.0,20.0,2.0,2.0,1.0,Match Report,0.0,66.75000000000001,0.0,0.0,0.8928571428571429,0.0,0.0,1.4285714285714286,0.0,0.4642857142857143,25.0,0.5000000000000001,0.0,0.2857142857142857,0.10714285714285714,0.25,14.5,0.0,85.6,0.0,0.0,0.2,0.0,0.0,2.2,0.0,1.4,28.8,0.4,0.0,0.8,0.4,0.2,26.0
Y,30,0,88,0,0,1,0,0,2,0,1,23,0,0,1,1,0,Sat,Premier League,Matchweek 32,Away,W 3-0,Arsenal,Brighton,FW,0.0,0.0,0.0,31.0,0.0,0.7,0.7,0.6,6.0,1.0,19.0,82.6,0.0,13.0,2.0,1.0,0.0,Match Report,0.0,66.7241379310345,0.0,0.0,0.8620689655172413,0.0,0.0,1.4482758620689655,0.0,0.4827586206896552,24.896551724137932,0.517241379310345,0.0,0.27586206896551724,0.13793103448275862,0.27586206896551724,15.0,0.0,82.2,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.4,27.2,0.6,0.0,0.6,0.6,0.4,27.0
Y,31,0,90,0,0,1,0,0,3,0,2,24,0,0,0,0,1,Sun,Premier League,Matchweek 33,Home,L 0-2,Arsenal,Aston Villa,"LM,FW",0.0,0.0,0.0,34.0,0.0,0.2,0.2,0.1,3.0,0.0,18.0,75.0,5.0,18.0,2.0,2.0,0.0,Match Report,0.0,67.43333333333335,0.0,0.0,0.8666666666666667,0.0,0.0,1.4666666666666666,0.0,0.5,24.833333333333332,0.5000000000000001,0.0,0.3,0.16666666666666666,0.26666666666666666,15.5,0.0,84.8,0.0,0.0,0.2,0.0,0.0,2.2,0.0,1.4,27.0,0.2,0.0,0.6,0.6,0.4,28.0
Y,32,0,90,0,0,0,0,0,5,0,2,41,2,0,0,0,0,Sat,Premier League,Matchweek 34,Away,W 2-0,Arsenal,Wolves,"LM,FW",0.0,0.0,0.0,53.0,1.0,0.2,0.2,0.1,9.0,2.0,32.0,78.0,5.0,25.0,0.0,1.0,1.0,Match Report,0.0,68.16129032258065,0.0,0.0,0.8709677419354839,0.0,0.0,1.5161290322580645,0.0,0.5483870967741935,24.806451612903224,0.4838709677419356,0.0,0.2903225806451613,0.16129032258064516,0.2903225806451613,16.0,0.0,84.8,0.0,0.0,0.4,0.0,0.0,2.4,0.0,1.4,22.6,0.2,0.0,0.4,0.4,0.6,29.0
Y,33,0,71,0,0,0,0,0,4,0,4,30,0,0,2,0,0,Tue,Premier League,Matchweek 29,Home,W 5-0,Arsenal,Chelsea,FW,0.0,0.0,0.0,37.0,0.0,1.0,1.0,0.1,3.0,0.0,22.0,73.3,0.0,21.0,2.0,0.0,0.0,Match Report,0.0,68.84375000000001,0.0,0.0,0.84375,0.0,0.0,1.625,0.0,0.59375,25.3125,0.5312500000000001,0.0,0.28125,0.15625,0.28125,16.5,0.0,84.8,0.0,0.0,0.4,0.0,0.0,2.6,0.0,1.4,24.6,0.6,0.0,0.2,0.4,0.4,30.0
Y,34,0,90,0,0,1,0,0,1,0,1,28,0,0,1,1,0,Sun,Premier League,Matchweek 35,Away,W 3-2,Arsenal,Tottenham,FW,0.0,0.0,0.0,44.0,0.0,0.4,0.4,0.4,2.0,1.0,20.0,71.4,3.0,18.0,1.0,2.0,1.0,Match Report,0.0,68.90909090909092,0.0,0.0,0.8181818181818182,0.0,0.0,1.696969696969697,0.0,0.696969696969697,25.454545454545453,0.5151515151515152,0.0,0.3333333333333333,0.15151515151515152,0.2727272727272727,17.0,0.0,81.0,0.0,0.0,0.4,0.0,0.0,3.2,0.0,2.0,28.0,0.6,0.0,0.6,0.4,0.4,31.0
Y,35,0,90,0,0,4,0,0,2,0,2,37,1,0,0,0,1,Sat,Premier League,Matchweek 36,Home,W 3-0,Arsenal,Bournemouth,FW,0.0,0.0,0.0,50.0,0.0,0.1,0.1,0.5,8.0,2.0,27.0,73.0,1.0,32.0,3.0,2.0,1.0,Match Report,0.0,69.5294117647059,0.0,0.0,0.8235294117647058,0.0,0.0,1.6764705882352942,0.0,0.7058823529411765,25.529411764705884,0.5000000000000001,0.0,0.35294117647058826,0.17647058823529413,0.2647058823529412,17.5,0.0,85.8,0.0,0.0,0.6,0.0,0.0,3.0,0.0,2.0,29.2,0.4,0.0,0.8,0.4,0.2,32.0
Y,36,0,90,0,0,2,0,0,0,0,0,26,1,0,0,1,0,Sun,Premier League,Matchweek 37,Away,W 1-0,Arsenal,Manchester Utd,FW,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.6,3.0,1.0,15.0,57.7,0.0,19.0,1.0,1.0,0.0,Match Report,0.0,70.11428571428573,0.0,0.0,0.9142857142857143,0.0,0.0,1.6857142857142857,0.0,0.7428571428571429,25.857142857142858,0.5142857142857143,0.0,0.34285714285714286,0.17142857142857143,0.2857142857142857,18.0,0.0,86.2,0.0,0.0,1.2,0.0,0.0,3.0,0.0,2.2,32.0,0.6,0.0,0.6,0.2,0.4,33.0
Y,37,0,90,0,0,1,0,0,9,0,1,24,1,0,1,0,1,Sun,Premier League,Matchweek 38,Home,W 2-1,Arsenal,Everton,FW,0.0,0.0,0.0,37.0,0.0,1.4,1.4,0.0,5.0,0.0,18.0,75.0,2.0,21.0,3.0,0.0,0.0,Match Report,0.0,70.66666666666669,0.0,0.0,0.9444444444444444,0.0,0.0,1.6388888888888888,0.0,0.7222222222222222,25.86111111111111,0.5277777777777779,0.0,0.3333333333333333,0.19444444444444445,0.2777777777777778,18.5,0.0,86.2,0.0,0.0,1.4,0.0,0.0,2.4,0.0,1.8,32.4,0.8,0.0,0.6,0.4,0.2,34.0
